,Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
283,Ricardo Macchi Real,ricardomacchioficial,39027.0,2022-12-11 19:57:15 EST,2022-12-11,19:57:15,Photo,162,157,5,0,False,https://www.instagram.com/p/CmDG_bKMnzh/,https://www.instagram.com/p/CmDG_bKMnzh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318947653_881202319542908_8592130104120638594_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7xYjBN4RKsUAX-Y4Pd9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB2pk8CB-J1mZ22CHCDTMsIPL8OXT3My64eDBzhNQs2vQ&oe=63F01EE9,,"Guerreiros de verdade esperam a hora certa para vencer o combate. … sempre cito Sun Tzu aqui… agora eu que preciso me condicionar a ter calma.  Na guerra , ganha quem tem estratégia melhor e quem sabe usar seu poder de fogo.","""Um chefe que é capaz deve fingir ser incapaz; se está pronto, deve fingir-se despreparado; se estiver perto do inimigo deve parecer estar longe Sun Tzu A Arte da Guerra",,,-2.45,"Real warriors wait for the right time to win the fight.… I always quote Sun Tzu here… Now I need to condition myself to calm down.In war, wins those who have better strategy and who knows how to use their firepower.",0.8316,,0.0
284,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3033732.0,2022-12-11 11:41:33 EST,2022-12-11,11:41:33,Photo,"46,775",45772,1003,0,False,https://www.instagram.com/p/CmCOQv_gOKP/,https://www.instagram.com/p/CmCOQv_gOKP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319535744_465167475773763_7294088766989308784_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Sh2q7ovl_r8AX9EvdVc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC6gGpYuRjPTIErq1Gg70ZNzhKdW0KZEIYlnB7j1nBSGg&oe=63D1304E,,Conheça mais sobre nosso trabalho na Câmara Municipal do Rio de Janeiro acessando www.familiabolsonaro.blogspot.com.br,,,,-1.29,Learn more about our work at the Rio de Janeiro City Council accessing www.familiabolsonaro.blogspot.com.br,0.0,Nan,0.0
285,Gustavo Gayer,gusgayer,489061.0,2022-12-11 11:15:09 EST,2022-12-11,11:15:09,Photo,"36,696",33768,2928,0,False,https://www.instagram.com/p/CmCLPXIOoWQ/,https://www.instagram.com/p/CmCLPXIOoWQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319088052_531252842233709_2646430623522236794_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1Hu2i1TovZgAX_CAbjZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCozOghy0melSxtfPEHl4XRyIQMh3PJ6OnvwoJJs0AMzA&oe=63CB98C3,,É como dar aos Nardoni o titulo de pais do ano,"Gustavo Gayer @Gustavogayer 3m Amanhã um criminoso que deveria receber um mandado de prisão será diplomado presidente do Brasil. Como chegamos a esse ponto??? Traduzir publicação 1:10 PM Dec 11, 2022",,,1.97,It's like giving Nardoni the title of parents of the year,0.5994,,0.0
286,Rodrigo Constantino,rodrigoconstantino1976,1442787.0,2022-12-11 11:02:17 EST,2022-12-11,11:02:17,Album,"10,562",10311,251,0,False,https://www.instagram.com/p/CmCJxHHOIhR/,https://www.instagram.com/p/CmCJxHHOIhR/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318994257_2962264740745713_1090140059476963012_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=rCjW-gfhxaMAX9XBblH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCCE10vDmQk4u23uw2rlTu-wnnlEWroY8MnsQN6Py6B4Q&oe=63B9BCED,,O Narcisismo da Elite…,,,,-1.92,The narcissism of the elite ...,0.0,Nan,0.0
287,Rodrigo Constantino,rodrigoconstantino1976,1442787.0,2022-12-11 09:22:10 EST,2022-12-11,09:22:10,Photo,"57,515",50077,7438,0,False,https://www.instagram.com/p/CmB-T3WuRm2/,https://www.instagram.com/p/CmB-T3WuRm2/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318784129_692517265927100_6171473308385621540_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qqVhfTkSi4AAX--nm9k&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA3jpiASx-pHqCyM-XrIfH9vUPtr0at6y17EDoQ10WxDw&oe=63B9C031,,"O futuro ministro da Justiça do Brasil, SE Lula assumir…",,,,1.63,"The future Minister of Justice of Brazil, if Lula takes over…",0.5267,Nan,0.0
288,Karina Bacchi,karinabacchi,9151483.0,2022-12-11 08:42:11 EST,2022-12-11,08:42:11,Photo,"17,955",17612,343,0,False,https://www.instagram.com/p/CmB5vAMuJeU/,https://www.instagram.com/p/CmB5vAMuJeU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318687456_124378693813437_3880459456117000391_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KHqHn3qOxtEAX95hjyd&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCSObriRtqqqQUbkHVtdBSXExkgJi_pySvnpPWrtgYURg&oe=63ED827E,,"Um domingo abençoado a todos ! Que Jesus seja a referência para nossos caminhos , que nos ocupemos com o que é bom, verdadeiro, justo, santo ! Nenhum mal prosperará aqueles que são guiados por Jesus ! Avante povo de Deus ! Não temam ! O Senhor é conosco até a eternidade !",,,,1.33,"A blessed Sunday to all!May Jesus be the reference to our ways, that we occupy ourselves with what is good, true, just, holy!No evil will prosper those who are guided by Jesus!Avante God's people!Don't fear!The Lord is with us to eternity!",0.7482,Nan,0.0
289,Clarissa Tércio,clarissatercio,996915.0,2022-12-11 07:24:12 EST,2022-12-11,07:24:12,Photo,"4,776",4322,454,0,False,https://www.instagram.com/p/CmBwz20uAg_/,https://www.instagram.com/p/CmBwz20uAg_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319244851_659478465823949_734730874758273954_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Eb5Xdg0-1XAAX96dECB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB5rGsFwPVInzooERMOAS-hNLU_3kjocMq0TlDf5cdivg&oe=63CDB4B7,,"ABSURDO!

Um verdadeiro absurdo e desrespeito o que grupo de esquerda fez com a nossa bandeira do Brasil, símbolo nacional da nossa Pátria, durante cerimônia na Assembleia Legislativa do Rio de Janeiro (Alerj).

Os esquerdistas levaram uma bandeira estilizada do Brasil, a qual trocaram o lema “Ordem e Progresso” por “indígenes, negres, pobres e put@s”, em linguagem neutra. Além disso, também mudaram o azul da esfera da bandeira para vermelho! 

Atitudes como essa são repugnantes e inaceitáveis! Típicas da esquerda! Mas, não vamos desistir de lutar pelo nosso Brasil, pela nossa Pátria e pela nossa liberdade! 

Fonte: portal da Revista Oeste","@clarissatercio BANDEIRA DO BRASIL É VIOLADA NA ALERJ ""INDÍGENES, NEGRES, POBRES E PUT@S"" CLARISSA TÉRCIO @clarissatercio PR. JÚNIOR TÉRCIO @pastorjuniortercio",,,-1.58,"ABSURD!

A true absurdity and disrespect what left group did with our Brazilian flag, national symbol of our homeland, during a ceremony at the Legislative Assembly of Rio de Janeiro (Alerj).

The leftists took a stylized flag of Brazil, which exchanged the motto “Order and Progress” for “indigenous, black, poor and putting” in neutral language.In addition, they also changed the blue from the sphere from the flag to red!

Attitudes like this are disgusting and unacceptable!Typical left!But we will not give up fighting for our Brazil, our homeland and our freedom!

Source: West Magazine Portal",0.5389,"@clarissaterio Brazilian Flag is violated in the ""Indigenous, Black, Poor and Put @s"" Clarissa @clarissaterio pr.Junior tertcio @pastorjuniortecio",-0.7579
290,Bolsonaro TV,bolsonaro.tv,798868.0,2022-12-10 14:32:18 EST,2022-12-10,14:32:18,Photo,"216,512",201619,14893,0,False,https://www.instagram.com/p/Cl_9AgpJ45n/,https://www.instagram.com/p/Cl_9AgpJ45n/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318592511_116705787939800_8797715203751328461_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Y7Kj7t3u7NkAX9FMyQy&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAHn4blA8yBEwH9aQ2BxuA1T34QXBRM_0ZkltzzH7d16g&oe=63DD095E,,- Selva! 🇧🇷,,,,4.09,- Jungle!🇧🇷,0.0,Nan,0.0
291,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3033077.0,2022-12-10 10:27:28 EST,2022-12-10,10:27:28,Photo,"159,884",147007,12877,0,False,https://www.instagram.com/p/Cl_g_SOAT5C/,https://www.instagram.com/p/Cl_g_SOAT5C/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318587587_683863696594203_3995228661289177351_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wQjEtN1qRDkAX8sG3at&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDYbwz2iQiWvD9T0v4HkxH1-i5TGu5K7yIROo4GeHiQnw&oe=63D0849F,,"Quando as fakenews e desinformações são do bem nunca existiu a desmonetização, bloqueio de contas, pagamento de multas ou inquéritos. Afinal, é tudo pela democracia. Canalhas!",josemedeirosmt Brasil 247 2.7 Delegado que apurou suposto atentado contra Bolsonaro é cotado para integrar direção da PF no governo Lula,,,2.65,"When fake news and misinformation are good never existed dismantling, blocking of accounts, payment of fines or inquiries.After all, it's all for democracy.Scoundrels!",-0.1551,,0.0
292,Magno Malta,magnomalta,1586277.0,2022-12-10 09:56:47 EST,2022-12-10,09:56:47,Video,"10,964",10587,377,38324,False,https://www.instagram.com/tv/Cl_dcCjBNC4/,https://www.instagram.com/tv/Cl_dcCjBNC4/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319287923_145587364927005_7334076678358957871_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=lQbdZMRDWugAX8GFlQh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDvWZidumE_VKWnuyIj1XTaNAUtdj9ckF9FZnssS1cGyA&oe=63EDD339,,Queremos um BRASIL Livre ..!,,,,-1.37,We want a free Brazil ..!,0.5983,Nan,0.0
293,Rodrigo Constantino,rodrigoconstantino1976,1442801.0,2022-12-10 09:33:11 EST,2022-12-10,09:33:11,Photo,"6,289",6146,143,0,False,https://www.instagram.com/p/Cl_axqaO0uR/,https://www.instagram.com/p/Cl_axqaO0uR/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319066011_680210073512211_1641705497669816750_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-3Eg_Wf6WgsAX8lE9cH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDa39Wy8UAGntMbW48qeUsO3MUGSDaVnZDRlwsBcqCFAQ&oe=63BAAD12,,Apenas um lembrete…,"Notas Ditaduras no continente: Esquerda: 4 (Cuba, Venezuela, Nicarágua e agora Peru) Direita:O @rodrigoconstantino1976 Apenas um lembrete.",,,-5.59,Just a reminder…,0.0,"Dictatorship notes on the continent: Left: 4 (Cuba, Venezuela, Nicaragua and Now Peru) Right: @Rodrigoconstantino1976 just one reminder.",0.0
294,Clarissa Tércio,clarissatercio,996931.0,2022-12-10 09:00:15 EST,2022-12-10,09:00:15,Photo,"5,789",5068,721,0,False,https://www.instagram.com/p/Cl_XAi2uVJr/,https://www.instagram.com/p/Cl_XAi2uVJr/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318682938_904044810973142_3128699136624723323_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DOy6UhHe1pAAX_g7lD6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDGTqNK4bO5cDtQGqInEacx-Q88ouneg5LnFPa2Axmx5Q&oe=63CCEA65,,"REPUGNANTE ! 

O filme Ondas da Fé que tem como personagem principal o ator Marcelo Adnet, previsto para estrear em janeiro do próximo ano, vai ironizar a fé evangélica. 

Consideramos repugnante esse tipo de conteúdo e não sabemos que graça tem, desrespeitar e afrontar à fé cristã e à liberdade religiosa!",,,,-1.3,"Disgusting!

The movie Waves of Faith whose main character has actor Marcelo Adnet, scheduled to premiere in January next year, will mock the evangelical faith.

We consider this kind of content disgusting and we do not know that grace has, disrespect and violate the Christian faith and religious freedom!",-0.711,Nan,0.0
295,Gustavo Gayer,gusgayer,484493.0,2022-12-09 16:10:28 EST,2022-12-09,16:10:28,Video,"24,160",23483,677,54772,False,https://www.instagram.com/tv/Cl9gGwUD_N4/,https://www.instagram.com/tv/Cl9gGwUD_N4/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318940114_1806788429689058_7571978212397645387_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=tNOvXWlFybMAX_0k5s0&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC2ailaCb4xWZBw-XrlqkRzZLz1XIRREAcNl-S1aJpflw&oe=63CA3037,,Bolsonaro quebra o silêncio - Discurso completo,,,,5.23,Bolsonaro breaks the silence - complete speech,0.0,Nan,0.0
296,Rodrigo Constantino,rodrigoconstantino1976,1442830.0,2022-12-09 15:56:42 EST,2022-12-09,15:56:42,Photo,"65,207",62893,2314,0,False,https://www.instagram.com/p/Cl9h3zjJZU3/,https://www.instagram.com/p/Cl9h3zjJZU3/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318751400_715195553055918_4414288459720407826_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=LCDsQvELODMAX_TuBg_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC6mzr1EISO4FmocYmx5ttHIFvQesTkEqR17Ij_3XIcSg&oe=63BA3424,,🙏🏻,"CNN BREAKING NEWS Brasília AGORA EM BRASÍLIA BOLSONARO: NADA ESTÁ PERDIDO Brasil Múcio assume Defesa; Dino, Justiça; Mauro Vieira, Itamaraty vo NN RASIL 16:50 NN 360°",,,1.85,🙏🏻,0.0,"CNN Breaking News Brasilia now in Brasilia Bolsonaro: Nothing is lost Brazil Múcio assumes defense;Dino, justice;Mauro Vieira, Itamaraty Vo Nn Rasil 16:50 NN 360 °",0.2411
297,Ricardo Macchi Real,ricardomacchioficial,39047.0,2022-12-09 14:36:31 EST,2022-12-09,14:36:31,Photo,"1,655",1536,119,0,False,https://www.instagram.com/p/Cl9YsjLOeWl/,https://www.instagram.com/p/Cl9YsjLOeWl/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318674433_525010909552226_352623365981230895_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FVnX-RS5LLQAX-qKJrP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA3pdZprk-YpsxyjWUNIKLXBXAKbOHOfkYCmSi4OXBXYw&oe=63E6C198,,É.,MAIS UM PETISTA QUE AFUNDA o BRASIL!,,,4.17,AND.,0.0,Another petista who sinks Brazil!,0.0
298,Gustavo Gayer,gusgayer,484493.0,2022-12-09 13:15:13 EST,2022-12-09,13:15:13,Photo,"26,629",25643,986,0,False,https://www.instagram.com/p/Cl9PZEoOOak/,https://www.instagram.com/p/Cl9PZEoOOak/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318609230_115243908089905_1605896045815071477_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=X8eO_GM0OBMAX8amLE7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDHcn9OTnwchBVzoE7gUeVbKgQok-8rEq93LiWPuqnRqw&oe=63C95762,,Afinal hoje no Brasil a gente precisa ter muito cuidado pra não cometer um crime.,"Gustavo Gayer @GayerGus Alexandre de Moraes, posso falar mal e zombar do TITE ou isso tb seria uma atentado contra a democracia com 20 mil reais de multa? Sério! Eu preciso saber. 2:59 PM de dez de 2022",,,1.43,After all today in Brazil we need to be very careful not to commit a crime.,-0.5416,"Gustavo gayer @gayergus Alexandre de Moraes, can I speak badly and mock Tite or that would also be an attack on democracy with 20 thousand reais fine?Serious!I need to know.2:59 PM of ten from 2022",-0.8516
299,Gustavo Gayer,gusgayer,484493.0,2022-12-09 13:13:30 EST,2022-12-09,13:13:30,Photo,"26,415",24766,1649,0,False,https://www.instagram.com/p/Cl9PMdRO8sn/,https://www.instagram.com/p/Cl9PMdRO8sn/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318161264_477162874528818_2068100715470679165_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WVCEBy4yUkUAX8ckNM6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCs_m-C4DTvvxYYT3pvPnN6_XFkXznRL7Dloo21r80GXw&oe=63C9A0E7,,,Gustavo Gayer @GayerGus o TITE não vai subir a rampa rsrs 3:08 PM. PM 9 de dez de 2022,,,1.42,Nan,0.0,Gustavo gayer @gayergus Tite will not climb the ramp lol 3:08 pm.PM 9 of Dec 2022,0.4215
300,Gustavo Gayer,gusgayer,484493.0,2022-12-09 12:44:31 EST,2022-12-09,12:44:31,Photo,"18,135",16974,1161,0,False,https://www.instagram.com/p/Cl9L4Ltukw3/,https://www.instagram.com/p/Cl9L4Ltukw3/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318754199_1045176966332545_6049692321629604750_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mhk4eXdkiB0AX8Y0Ykm&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAGEcAv7wIgC1Jljtg5eJHghYJVVOwIgb1olQsKH-DGlw&oe=63C8982C,,"Salvando a democracia anulando só uns 5 milhões de votos. 
Mesmo que tirem o meu mandato eu continuarei sendo uma gigantesca pedra no caminho dessa quadrilha","NEWS @JovemPanNews 11min Jovem Pan News Oficial Pedido se estende a Braga Netto, Flávio e Eduardo Bolsonaro, Carla Zambelli, Bia Kicis, Magno Malta, Nikolas Ferreira e Gustavo Gayer PI jovempan.com.br jovempar Campanha de Lula protocola ações no TSE para tornar Bolsonaro inel... Pedidose estende Braga Netto, Flávio Eduardo Bolsonaro Carla Zambelli, Magno Malta, Nikolas Ferreirae Gayer",,,-1.0,"Saving democracy nullifying only about 5 million votes.
Even if they take my mandate I will continue to be a gigantic stone in the way of this gang",0.0,,0.0
301,Rodrigo Constantino,rodrigoconstantino1976,1442830.0,2022-12-09 12:34:14 EST,2022-12-09,12:34:14,Photo,"27,733",27080,653,0,False,https://www.instagram.com/p/Cl9Ks21pzBe/,https://www.instagram.com/p/Cl9Ks21pzBe/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318592078_1096799240985606_2081541077012443076_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=UqeX74t_Jm8AX_bFIe9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBizQxSLNgRj-Lr6VBlSIkre1BlCk2PpyAJqS6GTjKRDA&oe=63B93616,,🙏🏼🤣,"Rodrigo Constantino @rodrigoconstantino1976 Gol do bolsonarista Ney, de verde e amarelo, contra os vermelhinhos! Sinal...",,,-1.27,🙏🏼🤣,0.4939,"Rodrigo Constantino @RodrigoConstantino1976 Gol of the Boconist Ney, green and yellow, against the reds!Signal...",0.0
302,Clarissa Tércio,clarissatercio,996969.0,2022-12-09 12:30:44 EST,2022-12-09,12:30:44,Photo,"14,032",13650,382,0,False,https://www.instagram.com/p/Cl9KTRQvk1i/,https://www.instagram.com/p/Cl9KTRQvk1i/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318863913_856294049022759_879756773112351525_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=jNdo-bUXv1gAX9m-1fi&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBl4-h_v_8TTBOxMmvY3KVh_0l9Hxnq2krn5sxVcSYDDA&oe=63C65418,,"O maior gol de @neymarjr foi estar ao lado do Brasil 🇧🇷 
…
@jairmessiasbolsonaro",,,,1.94,"@Neymarjr's biggest goal was to be next to Brazil 🇧🇷
...
@jairmessiasbolsonaro",0.0,Nan,0.0
303,Rodrigo Constantino,rodrigoconstantino1976,1442830.0,2022-12-09 12:20:00 EST,2022-12-09,12:20:00,Photo,"23,595",21208,2387,0,False,https://www.instagram.com/p/Cl9JEl1JZGK/,https://www.instagram.com/p/Cl9JEl1JZGK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318947650_4158285444396450_4712301601074057779_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=LzptLvX7ca8AX9tTH1j&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC2mWaToIY6KDog89HsAIe-gdPL7LFVk0ErtyQPHSOE4A&oe=63BA47B5,,Gol do bolsonarista???,,,,-1.49,Gol from the pocketist ???,0.0,Nan,0.0
304,Clarissa Tércio,clarissatercio,996969.0,2022-12-09 11:27:01 EST,2022-12-09,11:27:01,Photo,"6,131",5313,818,0,False,https://www.instagram.com/p/Cl9DAlWsGEE/,https://www.instagram.com/p/Cl9DAlWsGEE/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318688417_1754114094959349_8752707509558226117_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Rl2s4MEDPWoAX8MLpdu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAyJMgaxFCZjzMzf4qpdvWN2YTqlTSTC6g8DESalDwtyg&oe=63C6C552,,"Triste realidade! Mas, o que esperar do Governo de Lula? 

Nomes como o de Haddad indicado para o Ministério da Fazenda já mostra o que pode vir pela frente! 

Mas, o povo brasileiro conta com a nossa voz! Não desistiremos de lutar pelo nosso Brasil!",@clarissatercio tercio NO CAMINHO DA DESTRUIÇÃO HADDAD É INDICADO PARA O MINISTÉRIO DA FAZENDA CLARISSA TÉRCIO @clarissatercio PR. JÚNIOR TÉRCIO @pastorjuniortercio,,,-1.17,"Sad reality!But what to expect from the Lula government?

Names like Haddad's nominated for the Ministry of Finance already shows what can come ahead!

But, the Brazilian people count on our voice!We will not give up fighting for our Brazil!",0.5473,@clarissaterio Tercio on the way of Destruction Haddad is nominated for the Ministry of Finisa Tércio @clarissaterio PR.Junior tertcio @pastorjuniortecio,-0.5719
305,Rodrigo Constantino,rodrigoconstantino1976,1442830.0,2022-12-09 10:25:34 EST,2022-12-09,10:25:34,Photo,"13,026",12947,79,0,False,https://www.instagram.com/p/Cl87-dSuNHJ/,https://www.instagram.com/p/Cl87-dSuNHJ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318685185_458852383079272_2570168178396840477_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mjbcilCNERwAX_FcF1a&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAMIeVeT25Bvw-EMyUnhJj9BZnEqF9jLmEnI1NX9FtVcA&oe=63B95DB3,,Mais um golpe frustrado.,Rodrigo Constantino @rodrigoconstantino1976 O autogolpe frustrado de Pedro Castillo encerra uma carreira política marcada por uma boa dose de incompreensão a respeito do que realmente é a democracia.,,,-2.7,Another frustrated blow.,-0.5267,Rodrigo Constantino @RodrigoConstantino1976 The frustrated self -gall of Pedro Castillo ends a political career marked by a good deal of misunderstanding about what democracy really is.,-0.5106
306,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3031582.0,2022-12-09 09:39:29 EST,2022-12-09,09:39:29,Photo,"51,774",49675,2099,0,False,https://www.instagram.com/p/Cl82s8EAc7y/,https://www.instagram.com/p/Cl82s8EAc7y/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318863914_857173682369444_6851772861718094758_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WPspCFxPrykAX9VH3QL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB7-J_YWldxlHiQ6zRQK47muKTvbvqXPV9kR0w2LQc_9w&oe=63CDF383,,Que meigo! Será que teremos o berreiro da tal interferência e todo aquele circo criado em passado recente? Acho que não! Estamos falando de fatos expostos pela própria imprensa e não de canalhice de determinados!,"'Colado' em Lula, delegado vira principal aposta para comandar a PF e Abin Filho de Lula volta a movimentar empresa que foi alvo da PF @rip_esquerda 'Colado' em Lula, delegado vira principal aposta para comandar a PF e 8:17 08 dez. 22 Zapier.com Filho de Lula volta a movimentar empresa que foi alvo da PF| 10:35 09 dez. 22 Twitter Web App",,,-1.14,How sweet!Will we have the scream of such interference and all that circus created in the recent past?I don't think so!We are talking about facts exposed by the press itself and not the channel of determined!,0.3129,"'Glued' in Lula, delegate becomes the main bet to lead the PF and Abin son of Lula returns to move company that was targeted by PF @rip_querda 'glued' in Lula, delegate becomes the main bet to command the PF and 8:17 08.22 zapier.com Lula's son returns to move company that was the target of PF |10:35 09 Dec.22 Twitter Web App",0.0
307,Gustavo Gayer,gusgayer,484493.0,2022-12-08 23:12:01 EST,2022-12-08,23:12:01,Photo,"43,612",42229,1383,0,False,https://www.instagram.com/p/Cl7u5NcttJ2/,https://www.instagram.com/p/Cl7u5NcttJ2/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318972093_637577434780420_855851047332773421_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=cmTBwJQU4AIAX-YwNWK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAyOxYtruMzMwUO3KyV2V7DNN6LBnfhcTOTAV_jzSWWfQ&oe=63C7CC1E,,"Ainda bem que temos o Moraes para defender a democracia. 
Uffa","Gustavo Gayer @GayerGus Eu gostaria de agradecer ao magnânimo, benevolente, iluminado, onisciente ministro Alexandre de Moraes por permitir q eu volte a frequentar a praça pública. Mesmo que eu possa ser multado em 20 mil reais se fizer algo que ninguém sabe o que é. DEMOCRACIA",,,2.4,"Good thing we have Moraes to defend democracy.
UFFA",0.4404,"Gustavo gayer @gayergus I would like to thank the magnanimous, benevolent, enlightened, omniscient minister Alexandre de Moraes for allowing me to go back to the public square.Even if I can be fined 20 thousand reais if you do something no one knows what it is.DEMOCRACY",0.8658
