Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
Leandro Alves,leandro__consultor_de_imoveis,,2022-12-04 16:45:13 EST,2022-12-04,16:45:13,Photo,1,1,0,0,False,https://www.instagram.com/p/ClwvctSOXUd/,https://www.instagram.com/p/ClwvctSOXUd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318334158_390316703255606_3959547699384118495_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=kJSJZ1DaDlQAX-tVYkq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBG9Jd7hpqlvxczfJT-Rjn2hDB_pIXpxO8WqhHrkoXn-A&oe=648CF865,,,,,,-196.0,Nan,0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-04 15:58:53 EST,2022-12-04,15:58:53,Photo,78,77,1,0,False,https://www.instagram.com/p/ClwqJXcJfjO/,https://www.instagram.com/p/ClwqJXcJfjO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318010334_1469231953564655_4239799132678993729_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Jl3NEKbnwVoAX9ZfPc0&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAf0Duu96lodxDO4gBqhVHOp3fpLeKjt88RYjgLsf2BLQ&oe=63BFEED1,,"AO VIVO - BOLSONARO E AS 4 LINHAS!
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes","José Vasconcelos Viana @va... 8min Tudo sobre as tentativas de Bolsonaro dentro das 4 linhas. Hoje, às 20 horas, ao vivo, no CANAL AGORA FALEI. IMPERDÍVEL! #LulaVergonhaNacional #BolsonaroTemRazao",,,-3.95,"Live - Bolsonaro and the 4 lines!
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",0.0,,0.0
Núbia Modista,nubiamodista,,2022-12-04 12:47:42 EST,2022-12-04,12:47:42,Album,13,13,0,0,False,https://www.instagram.com/p/ClwURH7pFo1/,https://www.instagram.com/p/ClwURH7pFo1/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318338818_2360373340780184_9106412769378461982_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6IUO9dAKUxMAX-W7od_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCiwB4_MNc17-H0R-aDdIfrlOkTMBhRwaFrpOBfPYvy2w&oe=64946CFB,,Brasil 🇧🇷,,,,-10.38,Brazil 🇧🇷,0.0,,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-04 10:11:21 EST,2022-12-04,10:11:21,Photo,536,403,133,0,False,https://www.instagram.com/p/ClwCYCvOrWj/,https://www.instagram.com/p/ClwCYCvOrWj/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317865016_154850253929991_6043601274804082063_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dWtu2iSGhqkAX-eJQQN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAgvlymyEanSVeuUH4RZGaFhbVhrR8zXSIp3Bjp_sRJsQ&oe=6497238B,,"SIMONE TEBET, FAZ O L!

Siga @jvvnews
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #simonetebet","POLÍTICA OPINIÃO JVV ""LULA DEU ""CALOTE"" EM SIMONE TEBET E FEZ A SENADORA PASSAR POR UMA DAS MAIORES HUMILHAÇÕES DA HISTÓRIA POLÍTICA DO PAÍS FEZ ဝ DE LADRÃO AGORA, RESTA APENAS A LAMENTAÇÃO."" PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,1.74,"Simone Tebet, do the L!

Follow @jvvnews
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséfraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #SimoneteBet",0.0,,0.0
Núbia Modista,nubiamodista,,2022-12-04 08:58:20 EST,2022-12-04,08:58:20,Photo,7,7,0,0,False,https://www.instagram.com/p/Clv6BQMAj-a/,https://www.instagram.com/p/Clv6BQMAj-a/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317862989_139857915516892_8814941389326378877_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XwhaQdqLs28AX8jLtHY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDRajfYqHZjPYSue44YS558mlg1aSMvSDVZwyDIeU79RA&oe=6495612F,,Ou ficar a pátria livre ou morrer pelo Brasil 🇧🇷,,,,-14.86,Either be free homeland or die for Brazil 🇧🇷,-0.1531,Nan,0.0
Núbia Modista,nubiamodista,,2022-12-04 08:57:11 EST,2022-12-04,08:57:11,Photo,9,8,1,0,False,https://www.instagram.com/p/Clv54ztgDfK/,https://www.instagram.com/p/Clv54ztgDfK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317864722_6363161420378004_7491677779579360309_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7bmU0SSbpQ4AX8r5OUM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDswN0CD9hxARhkHlej889mV5K8tolmOZYjVz0cbiAzfQ&oe=64947D73,,Brava gente brasileira,,,,-11.56,Brava Brazilian people,0.0,,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-04 08:41:08 EST,2022-12-04,08:41:08,Video,109,104,5,614,False,https://www.instagram.com/tv/Clv4B1zIqmk/,https://www.instagram.com/tv/Clv4B1zIqmk/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318309470_625075619410877_1510656139870936834_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=BP2C-Ak0AxQAX-9jyWI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBbff8Fif8ZfgQ1q98jLEHO43WZlcWlwXLEusLpddCOtg&oe=63C11158,,"COMANDO MILITAR DO SUDESTE!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedestemrazão",,,,-2.85,"Southeast military command!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #Urnaaselectronicséfraude #Manifestations #GrevedCaminhoes #Alladassantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #PauloGestem.",0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-04 05:22:24 EST,2022-12-04,05:22:24,Photo,87,70,17,0,False,https://www.instagram.com/p/ClvhTtCuUrX/,https://www.instagram.com/p/ClvhTtCuUrX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318109435_2832968030181583_976897913488867744_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=lJEDLce1gCMAX84JGmR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC51QH_1MjMt5vW0E0IrpTPYOGBwrryv4k8RUBNtDPwDA&oe=63C0D2CC,,"OPINEM!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes",·1min José Vasconcelos Viana @va... Uma pergunta para vocês: BOLSONARO DEVE CONTINUAR AGINDO DENTRO DAS 4 LINHAS? #bolsonaro #lulaladrao,,,-3.54,"Opinion!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",0.0,,0.0
Serginho Agrella,serginhoagrella,,2022-12-03 20:41:48 EST,2022-12-03,20:41:48,Video,26,23,3,523,False,https://www.instagram.com/tv/ClultppDGEa/,https://www.instagram.com/tv/ClultppDGEa/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317837815_2118854151836148_6301100037578664569_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qP7BpM34f8UAX_4QUUt&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBsI_nSHGtqewyFMd7OjYiUtCewT58uHFta45y_zjZElA&oe=64078CBE,,Participação especial do Rafael da Dupla Dennys e Rafael na Estação Bar e Choperia!,,,,-1.54,Rafael's special participation of the duo Dennys and Rafael at Bar and Choperia station!,0.4574,,0.0
Gilson da Autoescola,gilsondaautoescola,,2022-12-03 20:28:40 EST,2022-12-03,20:28:40,Album,67,55,12,0,False,https://www.instagram.com/p/ClukOhjtUyt/,https://www.instagram.com/p/ClukOhjtUyt/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318120921_1214994506029005_6714550332244847786_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=CO-T6R1NvKYAX9Nr7cM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD6YhMmVA9eLClrunAckS2sZVm_8N5np2DSN2zMjbSbTQ&oe=6493C6FC,,"Dia Internacional das Pessoas com Deficiência 

Construindo acessos e derrubando 
barreiras!

.

. 

. Arraste pro lado e veja nossa solicitação!🙏✅️

#inclusão #acessibilidade #pcd
#respeito #amoraopróximo #concientizacao #direitos",,,,1.2,"International Day of People with Disabilities

Building access and knocking down
Barriers!

.

.

.Drag the side and see our request!

#Inclusion #Acessibility #PCD
#Respect #Amoraoproximo #Concientização #Direit",0.4184,,0.0
Serginho Agrella,serginhoagrella,,2022-12-03 19:18:46 EST,2022-12-03,19:18:46,Video,12,11,1,209,False,https://www.instagram.com/tv/ClucNmYjSQI/,https://www.instagram.com/tv/ClucNmYjSQI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318204250_469242838474701_1933141767006820989_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=jG3dS64ADfoAX9v3a4t&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAZ3LmhUSbXeqk1rLUIEl9QfYNzybPbCNMenF-eYW-yRA&oe=64049564,,Toninho Breno na Estação Bar e Choperia,,,,-4.67,Toninho Breno at Bar and Choperia Station,0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-03 17:16:47 EST,2022-12-03,17:16:47,Photo,73,49,24,0,False,https://www.instagram.com/p/CluORB1JPdG/,https://www.instagram.com/p/CluORB1JPdG/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317884219_819892449082800_5879154069077679935_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2Ye-4Y3WDzEAX8ooGbe&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB0w8aE3TnvBo3wFNAzHy_icLjZ4pqX78qIDQRIba4t6g&oe=63C0B65C,,"NÃO ME REPRESENTAM!
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes",José Vasconcelos Viana @va... o STF TE REPRESENTA? DEIXE NOS COMENTÁRIOS! 1min #alexandredemoraes #stf 2,,,-4.22,"They don't represent me!
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",0.0,,0.0
André da Maria Gorda,andremariagorda,365246.0,2022-12-03 16:22:23 EST,2022-12-03,16:22:23,Album,145,131,14,74,False,https://www.instagram.com/p/CluICmFPOEJ/,https://www.instagram.com/p/CluICmFPOEJ/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/317743001_1297423794163184_5166217494591171529_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IpAWcrFwULQAX-KJngF&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfC5RzE0QJjdx0tcTWwSIfPUUHCkrxVFbXbYivotrCQiUA&oe=6464CCDF,,"Boa noite amigos da @feijoadadamariagorda e @acarajedamariagorda 

#vemsimbora",,,,1.88,"Good night friends from @feijoadadamariagorda and @acarajedamariagorda

#VemSimbora",0.7184,Nan,0.0
Salomao Vieira Oficial,salomaovieiraofc,307203.0,2022-12-03 15:36:59 EST,2022-12-03,15:36:59,Photo,"4,945",4784,161,0,False,https://www.instagram.com/p/CluC2HrPevh/,https://www.instagram.com/p/CluC2HrPevh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317826244_1201045657198453_3512358280669319957_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fdZWFZXBoD8AX_1Dd22&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAF07fXLcGlmGJzNwXolvrxxR4_tnUPFG1KW7cJt64pLQ&oe=649718E2,,"🎤Vamos la Adorar a Jesus🙏🏽
Mais alguém vai pra igreja hoje?",,,,1.44,"🎤We will worship Jesus🙏🏽
Does anyone else go to church today?",0.296,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-12-03 10:03:31 EST,2022-12-03,10:03:31,Photo,8,7,1,0,False,https://www.instagram.com/p/CltcrwLOrlK/,https://www.instagram.com/p/CltcrwLOrlK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317579785_663088548828805_7402337018215972571_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6OKfPTQFXZ0AX-A2PjF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBm06qYSj5JQZiziHqh45kWNjsnRg4BFNJPmSuBbW8BQg&oe=648E91DF,,,,,,-24.5,Nan,0.0,,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-12-03 08:57:33 EST,2022-12-03,08:57:33,Photo,8,8,0,0,False,https://www.instagram.com/p/CltVIiKOeOq/,https://www.instagram.com/p/CltVIiKOeOq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317936418_466403812274092_7984730622533205239_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=EWR1L6HrkrwAX_yah97&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAa4HWQzPGMQIrLukZDMet7jpRrtGIQzj-rPpYamQTDgw&oe=648DA1DF,,,,,,-24.5,Nan,0.0,,0.0
Josafá Ramos,josafarramos,,2022-12-03 04:37:16 EST,2022-12-03,04:37:16,Album,93,79,14,598,False,https://www.instagram.com/p/Cls3WLrOwRT/,https://www.instagram.com/p/Cls3WLrOwRT/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317648256_817375806037737_5608466643295854027_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=BEAlcL-b1fEAX-vBNgx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAxRRivXFZ6VpDsxhuu-jaoCtFOuv04rJo2ca7ZjxxRJA&oe=63C8A23F,,"Muito feliz por encontrar guerreiros da #pmdf fortes nessa batalha “SOS Forças Armadas!”.
Parabéns a todos os irmãos, Coronel Casado @casado7777 !",,,,-2.81,"Very happy to find #PMDF warriors strong in this battle ""SOS Armed Forces!""
Congratulations to all the brothers, married colonel @casado7777!",0.88,Nan,0.0
Serginho Agrella,serginhoagrella,,2022-12-03 01:51:15 EST,2022-12-03,01:51:15,Photo,6,6,0,0,False,https://www.instagram.com/p/ClskWOzusPZ/,https://www.instagram.com/p/ClskWOzusPZ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318127363_1294638594718137_4403299338285325643_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=G7CeiqD5_pgAX9KOok8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB7zhuTIYq2Y_rX5kkpTQX7ZjZ_60ULtjQoQ8wSa9uaEQ&oe=6403BB14,,"Neste Sábado a Estação Bar e Choperia trás Toninho do Breno e Fofo...

Não fique de fora, não percam esse Grande Show! Reserve agora mesmo sua mesa pelos telefones ☎️(16) 99264-2832 / 99214-9518",,,,-9.33,"This Saturday Bar and Choperia Station Backs Toninho do Breno and Cute ...

Don't be left out, don't miss this great show!Book your table now by phone ☎️ (16) 99264-2832 / 99214-9518",0.8559,Nan,0.0
Luciano China,lucianochinacdc,,2022-12-03 01:10:32 EST,2022-12-03,01:10:32,Photo,190,75,115,0,False,https://www.instagram.com/p/ClsfsEGsyLD/,https://www.instagram.com/p/ClsfsEGsyLD/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317752564_5733129053462224_5234048105886236284_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=gVlDJkjsRoEAX9s-sVI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBryiEMAJEX6BjvoZ7sMxYfr6nSj23UY82YtIJb60zczA&oe=64972464,,"Luto pela minha cunhada Rita ., Esposa do meu irmão levy 
A vida é um grande presente de Deus",,,,1.25,"I fight my sister -in -law Rita., My brother Levy's wife
Life is a great gift from God",0.7579,,0.0
Josafá Ramos,josafarramos,,2022-12-02 14:37:57 EST,2022-12-02,14:37:57,Video,30,21,9,122,False,https://www.instagram.com/tv/ClrXQIJDECb/,https://www.instagram.com/tv/ClrXQIJDECb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317721257_508408704595356_5001215035848087912_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pFFATkqaHbMAX_y0hkm&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDvlsNyVEUuvSnAjEL_adZcnGI4CE7V1DbjXNoqFNAEAg&oe=63C9E406,,"Buzinaço dos Caminhoneiros, no QGEx Brasília-DF",,,,-10.07,"Trucker Horn, at QGEX Brasília-DF",0.0,,0.0
Josafá Ramos,josafarramos,,2022-12-02 12:43:54 EST,2022-12-02,12:43:54,Album,53,44,9,0,False,https://www.instagram.com/p/ClrKPk2uRt0/,https://www.instagram.com/p/ClrKPk2uRt0/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313858419_691867862533892_4152510480574652752_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=r1jSTwN4v9QAX_4qFmY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAJEiUIn-xr1KNZh-FOIiaPG6hlUp9K0KVJ-z4BQSMesA&oe=63C9C181,,"O povo não foge à luta, SOS Forças Armadas no sol e chuva…",,,,-4.92,"The people do not escape the fight, SOS armed forces in the sun and rain…",0.1695,Nan,0.0
Alan Diego Rodrigues,alandiego.rodrigues.3720,,2022-12-02 12:32:33 EST,2022-12-02,12:32:33,Video,14,13,1,852,False,https://www.instagram.com/tv/ClrI6zvosb_/,https://www.instagram.com/tv/ClrI6zvosb_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317821798_868985027459323_3921106214524432231_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ltHu9K2oyNoAX9m9bit&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAPoo183yiiw0AwyQf-b91QMoMOTFyzCHbX9ugIvi63CQ&oe=6494FCE6,,Aeroporto de Brasília,,,,-1.21,Brasília Airport,0.0,,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-02 12:27:46 EST,2022-12-02,12:27:46,Video,44,36,8,329,False,https://www.instagram.com/tv/ClrIXkWKOmk/,https://www.instagram.com/tv/ClrIXkWKOmk/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317619984_143269118203771_9097811677011771570_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=j37ymL8mkTsAX-21F2Y&_nc_oc=AQm8TpJbXuC1UEp6Lj98OOtom-2xSfU0Lyt0Z9Vww53AG6relx_hFUvERykTIrW1HxA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDLVtvsThiO1h4uy7G9gw5mK7msnIkP0a_RNq9wxwAGrA&oe=63C14C14,,"BOLSONARO VAI AGIR! CONFIEM!
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes",,,,-7.07,"Bolsonaro will act!Trust!
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",0.0,,0.0
Alan Diego Rodrigues,alandiego.rodrigues.3720,,2022-12-02 12:16:00 EST,2022-12-02,12:16:00,Video,4,3,1,521,False,https://www.instagram.com/tv/ClrHBQKIlsk/,https://www.instagram.com/tv/ClrHBQKIlsk/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317730103_542007607489209_588008041230931561_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ALo3PvT8DmwAX8PnluS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBq9N6Pe1UtOuj5WzYRmcMPohO9hX63Wj4KPcj6MpMmSw&oe=64952DA7,,Aeroporto de Brasília,,,,-4.25,Brasília Airport,0.0,,0.0
Alan Diego Rodrigues,alandiego.rodrigues.3720,,2022-12-02 11:25:14 EST,2022-12-02,11:25:14,Video,6,6,0,316,False,https://www.instagram.com/tv/ClrBNefIyz0/,https://www.instagram.com/tv/ClrBNefIyz0/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317950064_1287637185344441_1582760633502562628_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zPhOIt-Do2MAX-QE5Ct&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAPH2K11Ed2J_zG1guArC8SD5SaaWv4r4CKtBiNaV1d4A&oe=6496636D,,,,,,-2.83,Nan,0.0,,0.0
Alan Diego Rodrigues,alandiego.rodrigues.3720,,2022-12-02 11:10:33 EST,2022-12-02,11:10:33,Video,7,7,0,653,False,https://www.instagram.com/tv/Clq_igcInh7/,https://www.instagram.com/tv/Clq_igcInh7/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313865404_100881456182682_7073448062438732806_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=a_-ACPgJ_nQAX9wkDdM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDFPnX_Tc3E72Vy0GjoTDSPRor2ME78ojTRjb4FuPJGQA&oe=64967B96,,,,,,-2.43,Nan,0.0,,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-02 06:20:11 EST,2022-12-02,06:20:11,Photo,377,325,52,0,False,https://www.instagram.com/p/ClqeVJKOFuq/,https://www.instagram.com/p/ClqeVJKOFuq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318145874_1319257848847066_5244449137133730959_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YCIXzaZy9nIAX9j0_l2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBPtD42yAvBmM5159vZMth6YZzDZ-Fm_886xsWGv2Br3Q&oe=6496D3FA,,"O LADRÃO NÃO SOBE A RAMPA!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa","POLÍTICA OPINIÃO JVV A ""ELEIÇÃO"" DE LULA MOSTRA COMO ဝ CRIME COMPENSA NO BRASIL. E AFAGA, DE ALGUMA MANEIRA A ESPERANÇA DE UM PAÍS LIVRE DA CORRUPÇÃO PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,1.22,"The thief does not go up the ramp!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #AlladosSantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #PaulogeDes",-0.5707,"Politics JVV Opinion The ""election"" of Lula shows how ဝ crime pays off in Brazil.And it cuddles, somehow the hope of a country free from corruption portal JVV News Siga @jvvNews on social networks.Visit www.jvvnews.com.br",0.4019
